Vehicle ID;O;D;Travel time
3.31;B1B_0;:L_3_0;2325
4.106;B1B_0;MM1_0;2089
1.48;A1A_0;:L_3_0;2299
4.107;B1B_0;MM1_0;2091
3.32;B1B_0;:L_3_0;2336
2.28;A1A_0;MM1_0;2269
3.33;B1B_0;:L_3_0;2337
4.108;B1B_0;:M_0_0;2101
4.109;B1B_0;:M_0_0;2106
1.49;A1A_0;:L_3_0;2317
4.110;B1B_0;MM1_0;2108
3.34;B1B_0;:L_3_0;2347
2.29;A1A_0;:M_0_0;2288
1.50;A1A_0;:L_3_0;2329
4.111;B1B_0;:M_0_0;2119
3.35;B1B_0;:L_3_0;2355
4.112;B1B_0;:M_0_0;2124
3.36;B1B_0;:L_3_0;2358
4.113;B1B_0;:M_0_0;2127
1.51;A1A_0;:L_3_0;2345
3.37;B1B_0;:L_3_0;2366
2.30;A1A_0;MM1_0;2309
1.52;A1A_0;:L_3_0;2356
4.114;B1B_0;MM1_0;2140
3.38;B1B_0;:L_3_0;2376
4.115;B1B_0;:M_0_0;2145
3.39;B1B_0;:L_3_0;2377
4.116;B1B_0;:M_0_0;2147
1.53;A1A_0;:L_3_0;2373
2.31;A1A_0;MM1_0;2331
3.40;B1B_0;:L_3_0;2386
4.117;B1B_0;MM1_0;2158
1.54;A1A_0;:L_3_0;2384
4.118;B1B_0;:M_0_0;2163
3.41;B1B_0;:L_3_0;2393
4.119;B1B_0;:M_0_0;2165
3.42;B1B_0;:L_3_0;2394
2.32;A1A_0;MM1_0;2352
1.55;A1A_0;:L_3_0;2399
4.120;B1B_0;MM1_0;2176
3.43;B1B_0;:L_3_0;2403
4.121;B1B_0;MM1_0;2181
1.56;A1A_0;:L_3_0;2413
2.33;A1A_0;:M_0_0;2365
3.44;B1B_0;:L_3_0;2415
4.122;B1B_0;MM1_0;2190
3.45;B1B_0;:L_3_0;2414
4.123;B1B_0;MM1_0;2193
1.57;A1A_0;:L_3_0;2428
4.124;B1B_0;MM1_0;2198
3.46;B1B_0;:L_3_0;2424
2.34;A1A_0;MM1_0;2384
1.58;A1A_0;:L_3_0;2440
4.125;B1B_0;MM1_0;2209
3.47;B1B_0;:L_3_0;2433
4.126;B1B_0;MM1_0;2210
3.48;B1B_0;:L_3_0;2435
2.35;A1A_0;:M_0_0;2397
4.127;B1B_0;MM1_0;2222
1.59;A1A_0;:L_3_0;2456
3.49;B1B_0;:L_3_0;2443
4.128;B1B_0;MM1_0;2224
1.60;A1A_0;:L_3_0;2467
4.129;B1B_0;MM1_0;2227
3.50;B1B_0;:L_3_0;2453
2.36;A1A_0;:M_0_0;2417
4.130;B1B_0;MM1_0;2239
3.51;B1B_0;:L_3_0;2454
1.61;A1A_0;:L_3_0;2483
4.131;B1B_0;MM1_0;2242
3.52;B1B_0;:L_3_0;2463
4.132;B1B_0;:M_0_0;2245
1.62;A1A_0;:L_3_0;2494
2.37;A1A_0;:M_0_0;2436
4.133;B1B_0;MM1_0;2257
3.53;B1B_0;:L_3_0;2471
4.134;B1B_0;MM1_0;2259
1.63;A1A_0;:L_3_0;2504
4.135;B1B_0;MM1_0;2261
3.54;B1B_0;:L_3_0;2481
1.64;A1A_0;:L_3_0;2515
2.38;A1A_0;MM1_0;2456
3.55;B1B_0;:L_3_0;2488
4.136;B1B_0;MM1_0;2274
4.137;B1B_0;:M_0_0;2275
3.56;B1B_0;:L_3_0;2490
4.138;B1B_0;:M_0_0;2278
1.65;A1A_0;:L_3_0;2531
3.57;B1B_0;:L_3_0;2496
4.139;B1B_0;MM1_0;2283
1.66;A1A_0;:L_3_0;2541
2.39;A1A_0;:M_0_0;2484
3.58;B1B_0;:L_3_0;2507
4.140;B1B_0;MM1_0;2293
3.59;B1B_0;:L_3_0;2506
4.141;B1B_0;MM1_0;2296
1.67;A1A_0;:L_3_0;2558
2.40;A1A_0;MM1_0;2497
4.142;B1B_0;:M_0_0;2308
3.60;B1B_0;:L_3_0;2518
1.68;A1A_0;:L_3_0;2569
4.143;B1B_0;:M_0_0;2311
3.61;B1B_0;:L_3_0;2525
4.144;B1B_0;MM1_0;2314
1.69;A1A_0;:L_3_0;2578
4.145;B1B_0;MM1_0;2319
3.62;B1B_0;:L_3_0;2535
2.41;A1A_0;MM1_0;2525
1.70;A1A_0;:L_3_0;2590
4.146;B1B_0;:M_0_0;2329
3.63;B1B_0;:L_3_0;2543
4.147;B1B_0;MM1_0;2333
3.64;B1B_0;:L_3_0;2546
2.42;A1A_0;:M_0_0;2538
4.148;B1B_0;MM1_0;2345
1.71;A1A_0;:L_3_0;2607
4.149;B1B_0;MM1_0;2347
3.65;B1B_0;:L_3_0;2555
4.150;B1B_0;:M_0_0;2350
1.72;A1A_0;:L_3_0;2619
2.43;A1A_0;MM1_0;2558
3.66;B1B_0;:L_3_0;2564
4.151;B1B_0;:M_0_0;2362
3.67;B1B_0;:L_3_0;2563
1.73;A1A_0;:L_3_0;2634
4.152;B1B_0;:M_0_0;2365
3.68;B1B_0;:L_3_0;2572
4.153;B1B_0;:M_0_0;2368
1.74;A1A_0;:L_3_0;2646
2.44;A1A_0;MM1_0;2579
4.154;B1B_0;MM1_0;2381
3.69;B1B_0;:L_3_0;2580
4.155;B1B_0;MM1_0;2384
3.70;B1B_0;:L_3_0;2583
2.45;A1A_0;MM1_0;2592
1.75;A1A_0;:L_3_0;2665
4.156;B1B_0;MM1_0;2393
3.71;B1B_0;:L_3_0;2590
4.157;B1B_0;:M_0_0;2399
1.76;A1A_0;:L_3_0;2676
4.158;B1B_0;:M_0_0;2401
3.72;B1B_0;:L_3_0;2601
2.46;A1A_0;MM1_0;2614
3.73;B1B_0;:L_3_0;2601
4.159;B1B_0;:M_0_0;2413
1.77;A1A_0;:L_3_0;2693
4.160;B1B_0;MM1_0;2418
3.74;B1B_0;:L_3_0;2612
4.161;B1B_0;:M_0_0;2420
1.78;A1A_0;:L_3_0;2705
2.47;A1A_0;:M_0_0;2633
3.75;B1B_0;:L_3_0;2621
4.162;B1B_0;MM1_0;2432
3.76;B1B_0;:L_3_0;2624
4.163;B1B_0;MM1_0;2437
1.79;A1A_0;:L_3_0;2721
4.164;B1B_0;MM1_0;2440
3.77;B1B_0;:L_3_0;2632
4.165;B1B_0;MM1_0;2442
1.80;A1A_0;:L_3_0;2733
2.48;A1A_0;:M_0_0;2662
3.78;B1B_0;:L_3_0;2643
4.166;B1B_0;MM1_0;2454
1.81;A1A_0;:L_3_0;2742
4.167;B1B_0;:M_0_0;2457
3.79;B1B_0;:L_3_0;2649
1.82;A1A_0;:L_3_0;2752
2.49;A1A_0;MM1_0;2675
3.80;B1B_0;:L_3_0;2660
4.168;B1B_0;:M_0_0;2468
3.81;B1B_0;:L_3_0;2660
4.169;B1B_0;:M_0_0;2474
4.170;B1B_0;:M_0_0;2476
1.83;A1A_0;:L_3_0;2770
3.82;B1B_0;:L_3_0;2670
2.50;A1A_0;MM1_0;2698
1.84;A1A_0;:L_3_0;2782
4.171;B1B_0;MM1_0;2488
3.83;B1B_0;:L_3_0;2679
4.172;B1B_0;MM1_0;2494
3.84;B1B_0;:L_3_0;2682
4.173;B1B_0;MM1_0;2495
1.85;A1A_0;:L_3_0;2799
2.51;A1A_0;MM1_0;2719
4.174;B1B_0;MM1_0;2505
3.85;B1B_0;:L_3_0;2689
4.175;B1B_0;MM1_0;2511
1.86;A1A_0;:L_3_0;2812
3.86;B1B_0;:L_3_0;2698
4.176;B1B_0;:M_0_0;2513
3.87;B1B_0;:L_3_0;2699
2.52;A1A_0;:M_0_0;2741
1.87;A1A_0;:L_3_0;2828
4.177;B1B_0;MM1_0;2524
3.88;B1B_0;:L_3_0;2711
4.178;B1B_0;MM1_0;2530
1.88;A1A_0;:L_3_0;2840
4.179;B1B_0;MM1_0;2532
3.89;B1B_0;:L_3_0;2718
2.53;A1A_0;MM1_0;2762
3.90;B1B_0;:L_3_0;2721
4.180;B1B_0;:M_0_0;2542
1.89;A1A_0;:L_3_0;2855
4.181;B1B_0;:M_0_0;2548
3.91;B1B_0;:L_3_0;2727
4.182;B1B_0;:M_0_0;2549
1.90;A1A_0;:L_3_0;2868
2.54;A1A_0;MM1_0;2785
3.92;B1B_0;:L_3_0;2738
4.183;B1B_0;:M_0_0;2562
1.91;A1A_0;:L_3_0;2878
4.184;B1B_0;MM1_0;2567
3.93;B1B_0;:L_3_0;2746
4.185;B1B_0;MM1_0;2569
2.55;A1A_0;:M_0_0;2805
1.92;A1A_0;:L_3_0;2892
3.94;B1B_0;:L_3_0;2757
4.186;B1B_0;:M_0_0;2580
3.95;B1B_0;:L_3_0;2758
4.187;B1B_0;MM1_0;2585
1.93;A1A_0;:L_3_0;2907
4.188;B1B_0;MM1_0;2587
3.96;B1B_0;:L_3_0;2769
2.56;A1A_0;:M_0_0;2826
1.94;A1A_0;:L_3_0;2918
4.189;B1B_0;MM1_0;2598
3.97;B1B_0;:L_3_0;2777
4.190;B1B_0;:M_0_0;2603
4.191;B1B_0;MM1_0;2605
3.98;B1B_0;:L_3_0;2781
1.95;A1A_0;:L_3_0;2935
2.57;A1A_0;MM1_0;2847
3.99;B1B_0;:L_3_0;2788
4.192;B1B_0;:M_0_0;2617
4.193;B1B_0;:M_0_0;2622
1.96;A1A_0;:L_3_0;2947
4.194;B1B_0;:M_0_0;2624
3.100;B1B_0;:L_3_0;2799
2.58;A1A_0;:M_0_0;2867
3.101;B1B_0;:L_3_0;2800
1.97;A1A_0;:L_3_0;2963
4.195;B1B_0;MM1_0;2636
3.102;B1B_0;:L_3_0;2809
4.196;B1B_0;:M_0_0;2642
1.98;A1A_0;:L_3_0;2974
4.197;B1B_0;:M_0_0;2643
3.103;B1B_0;:L_3_0;2816
2.59;A1A_0;MM1_0;2889
1.99;A1A_0;:L_3_0;2981
4.198;B1B_0;MM1_0;2654
3.104;B1B_0;:L_3_0;2825
4.199;B1B_0;MM1_0;2659
1.100;A1A_0;:L_3_0;2992
4.200;B1B_0;MM1_0;2661
3.105;B1B_0;:L_3_0;2832
2.60;A1A_0;MM1_0;2909
3.106;B1B_0;:L_3_0;2835
4.201;B1B_0;MM1_0;2673
1.101;A1A_0;:L_3_0;3008
4.202;B1B_0;MM1_0;2679
3.107;B1B_0;:L_3_0;2844
2.61;A1A_0;MM1_0;2924
1.102;A1A_0;:L_3_0;3020
4.203;B1B_0;:M_0_0;2687
3.108;B1B_0;:L_3_0;2853
4.204;B1B_0;MM1_0;2690
3.109;B1B_0;:L_3_0;2854
4.205;B1B_0;MM1_0;2695
1.103;A1A_0;:L_3_0;3037
2.62;A1A_0;MM1_0;2945
3.110;B1B_0;:L_3_0;2864
4.206;B1B_0;:M_0_0;2705
1.104;A1A_0;:L_3_0;3049
4.207;B1B_0;:M_0_0;2709
3.111;B1B_0;:L_3_0;2873
4.208;B1B_0;MM1_0;2713
3.112;B1B_0;:L_3_0;2874
2.63;A1A_0;MM1_0;2965
1.105;A1A_0;:L_3_0;3065
4.209;B1B_0;MM1_0;2723
3.113;B1B_0;:L_3_0;2883
4.210;B1B_0;MM1_0;2725
1.106;A1A_0;:L_3_0;3077
4.211;B1B_0;:M_0_0;2729
3.114;B1B_0;:L_3_0;2894
2.64;A1A_0;MM1_0;2985
3.115;B1B_0;:L_3_0;2894
4.212;B1B_0;MM1_0;2739
1.107;A1A_0;:L_3_0;3094
4.213;B1B_0;MM1_0;2743
3.116;B1B_0;:L_3_0;2904
4.214;B1B_0;:M_0_0;2747
1.108;A1A_0;:L_3_0;3107
2.65;A1A_0;MM1_0;3006
3.117;B1B_0;:L_3_0;2913
4.215;B1B_0;MM1_0;2757
1.109;A1A_0;:L_3_0;3117
4.216;B1B_0;MM1_0;2760
3.118;B1B_0;:L_3_0;2923
4.217;B1B_0;:M_0_0;2765
1.110;A1A_0;:L_3_0;3128
2.66;A1A_0;MM1_0;3026
3.119;B1B_0;:L_3_0;2929
4.218;B1B_0;MM1_0;2775
3.120;B1B_0;:L_3_0;2932
4.219;B1B_0;MM1_0;2780
1.111;A1A_0;:L_3_0;3143
4.220;B1B_0;:M_0_0;2785
3.121;B1B_0;:L_3_0;2940
2.67;A1A_0;MM1_0;3047
1.112;A1A_0;:L_3_0;3155
4.221;B1B_0;MM1_0;2794
3.122;B1B_0;:L_3_0;2950
4.222;B1B_0;:M_0_0;2797
3.123;B1B_0;:L_3_0;2949
4.223;B1B_0;MM1_0;2802
3.124;B1B_0;:L_3_0;2953
2.68;A1A_0;:M_0_0;3066
1.113;A1A_0;:L_3_0;3179
4.224;B1B_0;MM1_0;2812
3.125;B1B_0;:L_3_0;2960
4.225;B1B_0;MM1_0;2815
1.114;A1A_0;:L_3_0;3192
4.226;B1B_0;MM1_0;2819
2.69;A1A_0;MM1_0;3085
3.126;B1B_0;:L_3_0;2971
1.115;A1A_0;:L_3_0;3199
4.227;B1B_0;MM1_0;2829
3.127;B1B_0;:L_3_0;2979
4.228;B1B_0;:M_0_0;2833
1.116;A1A_0;:L_3_0;3211
4.229;B1B_0;MM1_0;2837
3.128;B1B_0;:L_3_0;2989
2.70;A1A_0;MM1_0;3106
3.129;B1B_0;:L_3_0;2989
4.230;B1B_0;:M_0_0;2846
1.117;A1A_0;:L_3_0;3227
4.231;B1B_0;MM1_0;2850
3.130;B1B_0;:L_3_0;3000
4.232;B1B_0;MM1_0;2855
2.71;A1A_0;MM1_0;3126
1.118;A1A_0;:L_3_0;3239
4.233;B1B_0;:M_0_0;2864
3.131;B1B_0;:L_3_0;3009
4.234;B1B_0;:M_0_0;2868
3.132;B1B_0;:L_3_0;3013
4.235;B1B_0;MM1_0;2873
1.119;A1A_0;:L_3_0;3257
2.72;A1A_0;MM1_0;3146
3.133;B1B_0;:L_3_0;3020
4.236;B1B_0;MM1_0;2883
1.120;A1A_0;:L_3_0;3270
4.237;B1B_0;:M_0_0;2886
3.134;B1B_0;:L_3_0;3032
2.73;A1A_0;:M_0_0;3160
3.135;B1B_0;:L_3_0;3032
4.238;B1B_0;MM1_0;2900
1.121;A1A_0;:L_3_0;3286
4.239;B1B_0;MM1_0;2902
3.136;B1B_0;:L_3_0;3041
4.240;B1B_0;:M_0_0;2903
1.122;A1A_0;:L_3_0;3296
4.241;B1B_0;MM1_0;2908
3.137;B1B_0;:L_3_0;3047
2.74;A1A_0;:M_0_0;3187
3.138;B1B_0;:L_3_0;3051
4.242;B1B_0;MM1_0;2916
1.123;A1A_0;:L_3_0;3313
4.243;B1B_0;MM1_0;2919
3.139;B1B_0;:L_3_0;3058
4.244;B1B_0;:M_0_0;2924
1.124;A1A_0;:L_3_0;3325
2.75;A1A_0;MM1_0;3208
3.140;B1B_0;:L_3_0;3067
4.245;B1B_0;MM1_0;2934
3.141;B1B_0;:L_3_0;3067
4.246;B1B_0;:M_0_0;2936
1.125;A1A_0;:L_3_0;3341
4.247;B1B_0;:M_0_0;2941
3.142;B1B_0;:L_3_0;3078
2.76;A1A_0;MM1_0;3227
1.126;A1A_0;:L_3_0;3354
4.248;B1B_0;MM1_0;2951
3.143;B1B_0;:L_3_0;3085
4.249;B1B_0;:M_0_0;2954
3.144;B1B_0;:L_3_0;3089
4.250;B1B_0;:M_0_0;2958
1.127;A1A_0;:L_3_0;3370
2.77;A1A_0;MM1_0;3250
3.145;B1B_0;:L_3_0;3096
4.251;B1B_0;:M_0_0;2971
1.128;A1A_0;:L_3_0;3381
4.252;B1B_0;MM1_0;2974
3.146;B1B_0;:L_3_0;3107
4.253;B1B_0;MM1_0;2979
3.147;B1B_0;:L_3_0;3107
2.78;A1A_0;MM1_0;3271
1.129;A1A_0;:L_3_0;3398
4.254;B1B_0;:M_0_0;2990
3.148;B1B_0;:L_3_0;3118
4.255;B1B_0;:M_0_0;2992
1.130;A1A_0;:L_3_0;3410
2.79;A1A_0;:M_0_0;3286
3.149;B1B_0;:L_3_0;3127
4.256;B1B_0;MM1_0;3006
1.131;A1A_0;:L_3_0;3418
3.150;B1B_0;:L_3_0;3138
4.257;B1B_0;MM1_0;3010
3.151;B1B_0;:L_3_0;3137
4.258;B1B_0;:M_0_0;3012
2.80;A1A_0;MM1_0;3307
1.132;A1A_0;:L_3_0;3438
4.259;B1B_0;:M_0_0;3024
3.152;B1B_0;:L_3_0;3148
4.260;B1B_0;:M_0_0;3026
3.153;B1B_0;:L_3_0;3148
4.261;B1B_0;:M_0_0;3029
1.133;A1A_0;:L_3_0;3453
2.81;A1A_0;:M_0_0;3326
3.154;B1B_0;:L_3_0;3158
4.262;B1B_0;MM1_0;3041
1.134;A1A_0;:L_3_0;3466
4.263;B1B_0;MM1_0;3043
3.155;B1B_0;:L_3_0;3166
4.264;B1B_0;:M_0_0;3045
3.156;B1B_0;:L_3_0;3170
2.82;A1A_0;MM1_0;3345
1.135;A1A_0;:L_3_0;3483
4.265;B1B_0;:M_0_0;3058
3.157;B1B_0;:L_3_0;3178
4.266;B1B_0;:M_0_0;3059
1.136;A1A_0;:L_3_0;3495
4.267;B1B_0;MM1_0;3063
3.158;B1B_0;:L_3_0;3189
2.83;A1A_0;:M_0_0;3366
3.159;B1B_0;:L_3_0;3189
4.268;B1B_0;MM1_0;3075
1.137;A1A_0;:L_3_0;3510
4.269;B1B_0;MM1_0;3077
3.160;B1B_0;:L_3_0;3199
4.270;B1B_0;MM1_0;3081
1.138;A1A_0;:L_3_0;3523
2.84;A1A_0;MM1_0;3386
3.161;B1B_0;:L_3_0;3205
4.271;B1B_0;MM1_0;3094
3.162;B1B_0;:L_3_0;3207
4.272;B1B_0;:M_0_0;3096
1.139;A1A_0;:L_3_0;3536
2.85;A1A_0;MM1_0;3400
3.163;B1B_0;:L_3_0;3215
4.273;B1B_0;:M_0_0;3106
1.140;A1A_0;:L_3_0;3549
4.274;B1B_0;MM1_0;3110
3.164;B1B_0;:L_3_0;3226
4.275;B1B_0;:M_0_0;3113
3.165;B1B_0;:L_3_0;3225
2.86;A1A_0;MM1_0;3421
1.141;A1A_0;:L_3_0;3565
4.276;B1B_0;:M_0_0;3124
3.166;B1B_0;:L_3_0;3235
4.277;B1B_0;MM1_0;3129
1.142;A1A_0;:L_3_0;3576
4.278;B1B_0;MM1_0;3131
3.167;B1B_0;:L_3_0;3241
2.87;A1A_0;MM1_0;3441
1.143;A1A_0;:L_3_0;3584
4.279;B1B_0;:M_0_0;3141
3.168;B1B_0;:L_3_0;3251
4.280;B1B_0;MM1_0;3146
1.144;A1A_0;:L_3_0;3596
4.281;B1B_0;MM1_0;3147
3.169;B1B_0;:L_3_0;3259
2.88;A1A_0;MM1_0;3461
3.170;B1B_0;:L_3_0;3264
4.282;B1B_0;:M_0_0;3158
1.145;A1A_0;:L_3_0;3614
4.283;B1B_0;:M_0_0;3163
3.171;B1B_0;:L_3_0;3272
4.284;B1B_0;:M_0_0;3165
1.146;A1A_0;:L_3_0;3626
2.89;A1A_0;MM1_0;3480
3.172;B1B_0;:L_3_0;3281
4.285;B1B_0;:M_0_0;3174
3.173;B1B_0;:L_3_0;3282
4.286;B1B_0;:M_0_0;3179
1.147;A1A_0;:L_3_0;3642
2.90;A1A_0;:M_0_0;3493
3.174;B1B_0;:L_3_0;3292
4.287;B1B_0;:M_0_0;3188
1.148;A1A_0;:L_3_0;3653
4.288;B1B_0;MM1_0;3192
3.175;B1B_0;:L_3_0;3300
4.289;B1B_0;MM1_0;3197
3.176;B1B_0;:L_3_0;3302
2.91;A1A_0;MM1_0;3513
1.149;A1A_0;:L_3_0;3669
4.290;B1B_0;:M_0_0;3206
